date,cases,deaths
2020-10-24,5,0
2020-10-25,6,0
2020-10-26,8,0
2020-10-27,5,0
2020-10-28,2,0
2020-10-29,3,0
2020-10-30,7,0
2020-10-31,3,0
2020-11-01,7,0
2020-11-02,6,0
2020-11-03,9,0
2020-11-04,3,1
2020-11-05,7,1
2020-11-06,6,0
2020-11-07,3,0
2020-11-08,10,0
2020-11-09,6,0
2020-11-10,9,1
2020-11-11,18,0
2020-11-12,23,0
2020-11-13,6,0
2020-11-14,8,0
2020-11-15,14,0
2020-11-16,8,0
2020-11-17,4,0
2020-11-18,9,0
2020-11-19,12,0
2020-11-20,26,0
2020-11-21,43,0
2020-11-22,68,0
2020-11-23,73,0
2020-11-24,80,0
2020-11-25,85,0
2020-11-26,81,0
2020-11-27,92,0
2020-11-28,84,1
2020-11-29,115,0
2020-11-30,76,0
2020-12-01,82,0
2020-12-02,103,1
2020-12-03,90,1
2020-12-04,112,1
2020-12-05,101,0
2020-12-06,95,0
2020-12-07,78,0
2020-12-08,100,0
2020-12-09,104,2
2020-12-10,112,0
2020-12-11,86,0
2020-12-12,69,1
2020-12-13,95,2
2020-12-14,82,3
2020-12-15,98,3
2020-12-16,82,0
2020-12-17,96,2
2020-12-18,70,4
2020-12-19,109,0
2020-12-20,74,1
2020-12-21,85,1
2020-12-22,63,1
2020-12-23,53,1
2020-12-24,71,2
2020-12-25,57,1
2020-12-26,59,0
2020-12-27,70,1
2020-12-28,61,4
2020-12-29,53,2
2020-12-30,54,4
2020-12-31,68,1
2021-01-01,42,0
2021-01-02,35,2
2021-01-03,41,0
2021-01-04,53,3
2021-01-05,32,0
2021-01-06,25,1
2021-01-07,33,0
2021-01-08,45,1
2021-01-09,59,2
2021-01-10,31,1
2021-01-11,41,1
2021-01-12,60,1
2021-01-13,42,1
2021-01-14,29,0
2021-01-15,38,0
2021-01-16,50,1
2021-01-17,55,0
2021-01-18,107,1
2021-01-19,56,2
2021-01-20,77,1
2021-01-21,131,2
2021-01-22,0,0
2021-01-23,81,0
2021-01-24,76,1
2021-01-25,73,2
2021-01-26,64,2
2021-01-27,60,2
2021-01-28,39,2
2021-01-29,50,1
2021-01-30,28,1
2021-01-31,53,2
2021-02-01,34,1
2021-02-02,25,2
2021-02-03,19,1
2021-02-04,22,1
2021-02-05,37,0
2021-02-06,19,0
2021-02-07,27,0
2021-02-08,32,0
2021-02-09,26,2
2021-02-10,17,1
2021-02-11,21,2
2021-02-12,24,1
2021-02-13,12,1
2021-02-14,12,0
2021-02-15,9,0
2021-02-16,8,2
2021-02-17,16,2
2021-02-18,8,0
2021-02-19,13,0
2021-02-20,15,0
2021-02-21,20,0
2021-02-22,16,0
2021-02-23,12,0
2021-02-24,17,1
2021-02-25,13,0
2021-02-26,24,0
2021-02-27,33,0
2021-02-28,22,1
2021-03-01,14,1
2021-03-02,13,0
2021-03-03,14,0
2021-03-04,9,1
2021-03-05,11,0
2021-03-06,8,1
2021-03-07,16,0
2021-03-08,9,0
2021-03-09,21,0
2021-03-10,8,1
2021-03-11,22,0
2021-03-12,60,0
2021-03-13,47,0
2021-03-14,24,0
2021-03-15,30,0
2021-03-16,18,0
2021-03-17,11,0
2021-03-18,10,0
2021-03-19,13,0
2021-03-20,8,0
2021-03-21,8,0
2021-03-22,18,0
2021-03-23,12,1
2021-03-24,10,0
2021-03-25,9,0
2021-03-26,11,1
2021-03-27,6,0
2021-03-28,1,0
2021-03-29,8,0
2021-03-30,7,0
2021-03-31,6,0
2021-04-01,13,0
2021-04-02,19,0
2021-04-03,2,0
2021-04-04,7,0
2021-04-05,16,0
2021-04-06,7,0
2021-04-07,8,0
2021-04-08,10,0
2021-04-09,14,2
2021-04-10,5,0
2021-04-11,13,0
2021-04-12,13,0
2021-04-13,13,1
2021-04-14,5,1
2021-04-15,6,0
2021-04-16,17,0
2021-04-17,18,0
2021-04-18,30,0
2021-04-19,12,0
2021-04-20,8,0
2021-04-21,1,0
2021-04-22,14,0
2021-04-23,9,0
2021-04-24,3,0
2021-04-25,6,0
2021-04-26,4,0
2021-04-27,8,0
2021-04-28,7,0
2021-04-29,15,0
2021-04-30,4,0
2021-05-01,8,1
2021-05-02,2,0
2021-05-03,2,0
2021-05-04,4,0
2021-05-05,6,0
2021-05-06,2,0
2021-05-07,3,0
2021-05-08,5,0
2021-05-09,1,0
2021-05-10,4,0
2021-05-11,1,0
2021-05-12,2,0
2021-05-13,3,0
2021-05-14,1,0
2021-05-15,3,0
2021-05-16,3,0
2021-05-17,1,0
2021-05-18,1,0
